index,iteration,prompt_index,synthetic_count,n_feedback,output_len,summarization_score,summarization_reason,hallucination_score,hallucination_reason
80,1,0,2,50,495,0.25,"The score is 0.25 because the summary introduces extra information about the need for 'consistent' information and 'ensuring equity' that is not present in the original text, and it omits several specific feedback points such as the desire for reminders, issues with long queues, and requests for more masks, which the original text addresses.",0.0,"The score is 0.00 because all factual alignments show the actual output is fully supported by the context, with no contradictions or unsupported claims."
81,1,1,2,50,666,0.5,"The score is 0.50 because the summary omits key feedback details present in the original text, such as requests for reminders before activities and the need for more masks to help families follow prevention measures. This reduces the summary's completeness and informativeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucination."
82,2,0,2,50,1081,0.4,"The score is 0.40 because the summary introduces several evidence codes not present in the original text and omits key feedback details such as requests for reminders before activities, complaints about long registration queues, and comments about busy volunteers, reducing the summary's completeness and accuracy.",0.66,"The score is 0.66 because, although the actual output aligns with many context points, it omits numerous key details and requirements present in the context, resulting in frequent factual contradictions and incomplete coverage."
83,2,1,2,50,798,0.6,"The score is 0.60 because the summary overstates the lack of handwashing stations and masks, contradicting the original text, which only mentions suggestions for more stations and requests for more masks. Additionally, the summary omits specific feedback about volunteers being busy and the usefulness of more masks, reducing its completeness and accuracy.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucinated information."
84,3,0,2,50,424,0.0,"The score is 0.00 because the summary introduces unsupported effects and engagement claims not found in the original text, and omits key feedback details such as requests for reminders, long queues, and volunteer availability, resulting in a summary that does not accurately reflect the original content.",0.0,"The score is 0.00 because there are no contradictions and all factual alignments show the actual output is fully supported by the context, indicating no hallucinations."
85,3,1,2,50,783,0.5,"The score is 0.50 because the summary omits key feedback present in the original text, such as the desire for reminders before activities and comments about volunteers being too busy to answer questions. This reduces the summary's completeness and usefulness.",0.56,"The score is 0.56 because while the actual output aligns with many key factual details from the context, it omits several specific issues and suggestions, leading to partial coverage and moderate risk of hallucination."
86,4,0,2,50,458,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long registration queues, the need for more masks, and volunteers being too busy for questions. This significantly reduces the summary's completeness and usefulness.",0.68,"The score is 0.68 because while there are many factual alignments between the actual output and context, there are also numerous contradictions where key contextual issues are not addressed, indicating partial but incomplete factual consistency."
87,4,1,2,50,532,0.6,"The score is 0.60 because the summary introduces a contradiction by claiming unequal distribution based on proximity to the main road, which is not stated in the original text. Additionally, the summary omits feedback about reminders before activities and the need for more masks, both of which are present in the original text. No extra information was added, but these issues reduce the summary's accuracy and completeness.",0.0,"The score is 0.00 because all factual alignments show the actual output is consistent with the context, and there are no contradictions or unsupported claims."
88,5,0,2,50,587,0.0,"The score is 0.00 because the summary introduces extra information not present in the original text, such as attributing specific feedback to Yaoundé 2 and Yaoundé 5, which the original text does not do. Additionally, the summary omits several key points that the original text addresses, such as feedback about long queues, the need for more masks, and the busyness of volunteers, making it unable to answer important questions covered by the original text.",0.82,"The score is 0.82 because there are many contradictions where the actual output omits key issues and recommendations present in the context, indicating a high level of factual misalignment and potential hallucination."
89,5,1,2,50,1195,0.8,"The score is 0.80 because the summary omits the detail about feedback regarding the need for more masks to help families follow prevention measures, which is present in the original text. Otherwise, the summary aligns well with the original content.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims, indicating no hallucination."
90,6,0,2,50,1225,0.6,"The score is 0.60 because the summary includes extra information not present in the original text, such as recommendations about focusing support on areas closer to the main road, and omits specific feedback details like long queues and busy volunteers, which reduces its completeness and accuracy.",0.5,"The score is 0.50 because while the actual output aligns with many factual details from the context, it omits several key points such as queue length, volunteer availability, eligibility requirements, and logistical issues, indicating partial but not full factual alignment."
91,6,1,2,50,507,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as feedback about reminders, long queues, mask distribution, and registration information. Additionally, it introduces extra information by generalizing access issues that were not explicitly stated as the most common problem.",0.22,"The score is 0.22 because the actual output mostly aligns with the context, with numerous factual agreements and only a few contradictions where specific details were omitted or not mentioned, indicating low but present hallucination."
92,7,0,2,50,662,0.0,"The score is 0.00 because the summary introduces significant extra information not present in the original text, such as AI recommendations and specific codes, and omits key feedback details that the original text provides. This results in a summary that does not accurately reflect the content or intent of the original text.",0.0,"The score is 0.00 because all statements in the actual output either align with or do not contradict the context, and there are no contradictions or unsupported claims."
93,7,1,2,50,766,0.6,"The score is 0.60 because the summary introduces extra information by attributing all issues (like long waiting times, crowded areas, and limited access to information) specifically to resource distribution, whereas the original text indicates that some issues pertain to other activities such as awareness sessions. Additionally, the summary omits feedback about the desire for reminders before activities and the need for more masks, which the original text addresses.",0.0,"The score is 0.00 because all statements in the actual output are either directly aligned with the context or do not contradict it, and there are no contradictions or unsupported claims present."
94,8,0,2,50,548,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long registration queues, the need for more masks, and volunteers being too busy to answer questions. This significantly reduces the summary's completeness and usefulness.",0.0,"The score is 0.00 because there are no contradictions and all factual alignments indicate that the actual output either agrees with or does not contradict the context, showing no evidence of hallucination."
95,8,1,2,50,968,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, the need for more masks, and comments on volunteers being busy, which limits the summary's completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims."
96,9,0,2,50,2648,0.6,"The score is 0.60 because, while the summary does not introduce contradictions or extra information, it omits key feedback details present in the original text, such as comments about the long registration queue and the busyness of volunteers, reducing its completeness.",0.49019607843137253,"The score is 0.49 because while the actual output aligns with many factual details from the context, it also omits several key points such as issues with volunteer busyness, long queues, poster visibility, and specific eligibility requirements, leading to partial but not complete factual alignment."
97,9,1,2,50,263,0.0,"The score is 0.00 because the summary contains significant contradictions with the original text, such as misrepresenting the scope and nature of the reported issues. Additionally, the summary omits several specific feedback points present in the original text, resulting in a highly inaccurate and incomplete representation.",0.1,"The score is 0.10 because the actual output aligns with nearly all factual details from the context, with only a minor omission regarding the perceived inequality for families living closer to the main road. This small gap results in a low hallucination score."
98,10,0,2,50,1053,0.2,"The score is 0.20 because the summary introduces extra information not present in the original text and omits several specific feedback points that the original text addresses, resulting in a significant loss of detail and accuracy.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the contexts, indicating that the output is fully grounded in the provided evidence with no hallucinations."
99,10,1,2,50,1061,0.0,"The score is 0.00 because the summary introduces multiple pieces of extra information not present in the original text, such as quantifying or prioritizing issues as 'most common' and making generalizations about community concerns that are not supported by the original. This significantly reduces the accuracy and faithfulness of the summary.",0.16,"The score is 0.16 because the actual output aligns with most factual details from the context, with only a few omissions of specific beliefs and suggestions, indicating minor hallucination."
100,11,0,2,50,1238,0.0,"The score is 0.00 because the summary contains significant contradictions and introduces extra information not present in the original text. Additionally, it omits several key details and feedback that the original text provides, resulting in a summary that fails to accurately represent the source material.",0.62,"The score is 0.62 because while there are several factual alignments between the actual output and the context, there are also numerous contradictions where key contextual details are omitted or contradicted, indicating a moderate level of hallucination."
101,11,1,2,50,759,0.4,"The score is 0.40 because the summary introduces extra information by generalizing the prevalence of issues without support from the original text, and it omits specific feedback details that the original text provides, reducing its accuracy and completeness.",0.62,"The score is 0.62 because while the actual output aligns with many key points from the context, there are numerous omissions where it fails to mention specific factual details and suggestions present in the context, indicating partial coverage and some factual incompleteness rather than outright hallucination."
102,12,0,2,50,1495,0.25,"The score is 0.25 because the summary introduces recommendations and outcomes (such as reducing waiting times and ensuring registration lists are not full) that are not supported by the original text, and omits specific feedback present in the original, such as requests for reminders, comments on long queues, and observations about busy volunteers.",0.34,"The score is 0.34 because the actual output mostly aligns with the context, providing relevant and accurate recommendations, but it omits several key details and recommendations present in the context, leading to some factual gaps rather than outright hallucinations."
103,12,1,2,50,466,0.5,"The score is 0.50 because the summary introduces a contradiction by claiming unequal distribution of resources was a common issue, whereas the original text only mentions suggestions to ensure equal distribution, not that unequal distribution occurred. Additionally, the summary omits specific feedback present in the original text, such as comments about volunteers being very busy and limited opportunities to ask questions.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, and there are no contradictions, indicating no hallucination."
104,13,0,2,50,1599,0.5,"The score is 0.50 because the summary overgeneralizes the uncertainty among community members and introduces unsupported claims about information availability and access to assistance, which are not present in the original text. Additionally, the summary omits specific feedback about reminders and volunteer availability that the original text addresses.",0.1,"The score is 0.10 because the actual output is highly aligned with the context, with numerous factual agreements and only a few omissions (contradictions) where specific eligibility or exclusivity details were not mentioned, resulting in a low hallucination score."
105,13,1,2,50,786,0.25,"The score is 0.25 because the summary omits several key details present in the original text, such as feedback about reminders before activities, volunteers being busy, and the need for clearer registration information. This significantly reduces the summary's completeness and usefulness.",0.34,"The score is 0.34 because while the actual output aligns with most factual details in the context, there are several notable omissions where it fails to reference specific concerns and suggestions present in the context, leading to partial but not complete factual alignment."
106,14,0,2,50,546,0.25,"The score is 0.25 because the summary introduces extra information about reducing disparities that is not present in the original text, and it omits several key details and feedback points that the original text provides, such as suggestions for reminders, issues with registration queues, and the need for more masks.",0.74,"The score is 0.74 because while there are several factual alignments, there are numerous contradictions where the actual output omits key context details and recommendations, indicating a significant level of missing or unaddressed information rather than outright fabrication."
107,14,1,2,50,829,0.25,"The score is 0.25 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long queues at registration, and the need for more masks to help families follow prevention measures. This significantly reduces the summary's completeness and usefulness.",0.12,"The score is 0.12 because the actual output closely aligns with the context on nearly all key points, with only a few minor omissions (such as reminders before activities, full registration lists, late starts, poster visibility, handwashing stations running out of water, and specific eligibility for hygiene kits). There are no fabricated or unsupported details, resulting in a low hallucination score."
108,15,0,2,50,2693,0.25,"The score is 0.25 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long queues at registration, and volunteers being too busy to answer questions. This significantly reduces the summary's completeness and usefulness.",0.68,"The score is 0.68 because while there are several factual alignments between the actual output and the context, there are also numerous contradictions where key contextual concerns are not addressed, indicating a moderate level of hallucination."
109,15,1,2,50,1519,0.7272727272727273,"The score is 0.73 because the summary introduces several inaccuracies, such as mentioning the Red Cross and vaccine eligibility based on personal connections, which are not present in the original text. It also adds extra information about registration requirements and omits details about feedback on reminders, reducing the summary's fidelity to the source.",0.3,"The score is 0.30 because the actual output closely aligns with most factual details in the context, with many strong matches and only a moderate number of omissions or missing references to specific context points, resulting in a low but not perfect hallucination score."
110,16,0,2,50,473,0.0,"The score is 0.00 because the summary introduces several unsupported claims and overstates the original text's suggestions, while also omitting key feedback details present in the original. This results in a summary that is neither accurate nor faithful to the source.",0.58,"The score is 0.58 because while there are numerous factual alignments between the actual output and the context, there are also many significant omissions and contradictions where key contextual issues are not addressed, indicating a moderate level of hallucination."
111,16,1,2,50,713,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long queues at registration, and the need for more masks to help families follow prevention measures. This reduces the summary's completeness and accuracy.",0.0,"The score is 0.00 because all factual alignments show that the actual output is fully consistent with the provided contexts, and there are no contradictions, indicating no hallucination."
112,17,0,2,50,398,0.0,"The score is 0.00 because the summary introduces extra information not present in the original text and omits key details that the original text can answer, resulting in a summary that does not accurately reflect the source material.",0.0,"The score is 0.00 because there are no contradictions between the actual output and the context, and all referenced details are either aligned or not addressed, indicating no hallucinated information."
113,17,1,2,50,423,0.2,"The score is 0.20 because the summary introduces extra information by labeling certain issues as the 'most common' without such specification in the original text, and omits several points that the original text addresses, such as feedback about reminders, mask distribution, and volunteer availability. This results in a summary that is both incomplete and somewhat misleading.",0.8,"The score is 0.80 because, although there are several factual alignments between the actual output and the context, there are a large number of contradictions where key contextual details are omitted or not referenced, indicating significant incompleteness and potential for hallucination."
114,18,0,2,50,1116,0.25,"The score is 0.25 because the summary introduces several unsupported claims and inferred outcomes not present in the original text, and it contradicts the original text regarding the visibility and recommendation of COVID-19 prevention posters. Additionally, the summary omits specific feedback found in the original text, such as requests for reminders, comments on long queues, and the need for more masks.",0.3,"The score is 0.30 because while the actual output aligns with most factual details from the context, it omits several specific eligibility criteria and operational issues mentioned in the contradictions, indicating some minor hallucinations or missing information."
115,18,1,2,50,4196,0.8214285714285714,"The score is 0.82 because the summary introduces extra information by stating that inadequate use of community leaders, multiple channels, and follow-up sessions were commonly reported issues, whereas the original text only suggests these as potential improvements rather than reported problems. However, there are no direct contradictions, so the summary remains fairly accurate overall.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims."
116,19,0,2,50,585,0.25,"The score is 0.25 because the summary incorrectly combines outcomes from the original text, specifically stating that equal distribution would reduce rumors, which is not supported by the original text. Additionally, the summary omits several pieces of feedback present in the original, such as suggestions for reminders, comments on long queues, and observations about busy volunteers, resulting in a low summarization quality.",0.82,"The score is 0.82 because, despite several factual alignments, there are numerous contradictions where the actual output omits many key details from the context, indicating a high degree of missing or unaddressed information."
117,19,1,2,50,774,0.4,"The score is 0.40 because the summary introduces unsupported claims about lack of official documents, proximity to the main road affecting support, and timing of activities, which contradict the original text. Additionally, the summary omits feedback about volunteers being busy and limited opportunities for questions, reducing its accuracy.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
118,20,0,2,50,522,0.25,"The score is 0.25 because the summary introduces several contradictions, such as attributing recommendations and causal links not present in the original text, and incorrectly connecting clear instructions to reduced waiting times. Additionally, the summary omits answers to specific feedback-related questions that the original text addresses, further reducing its accuracy.",0.7,"The score is 0.70 because while the actual output aligns with the context on several key points (such as clear information, volunteer numbers, and queue management), it omits many important details present in the context (e.g., announcements, accessibility, documentation requirements, and equal distribution), indicating a significant level of incompleteness and partial hallucination."
119,20,1,2,50,540,0.5,"The score is 0.50 because the summary introduces a contradiction by claiming that households unaware of COVID-19 support could access testing and hygiene supplies, which is not supported by the original text. Additionally, the summary omits specific feedback present in the original, such as the desire for reminders before activities and comments about volunteers being busy, reducing the summary's completeness and accuracy.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
120,1,0,5,50,1070,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long registration queues, the need for more masks, and volunteers being too busy to answer questions. This significantly reduces the summary's completeness and usefulness.",0.84,"The score is 0.84 because, despite several factual alignments, there are numerous contradictions where the actual output omits key details and recommendations present in the context, indicating a high degree of missing or unaddressed factual evidence."
121,1,1,5,50,589,0.6,"The score is 0.60 because, while the summary does not introduce contradictions or extra information, it omits key feedback details present in the original text, such as comments about the long registration queue and the busyness of volunteers, reducing its completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, and there are no contradictions or unsupported claims."
122,2,0,5,50,1931,0.5,"The score is 0.50 because the summary introduces extra information not present in the original text, such as misconceptions about COVID-19 support and testing availability, while omitting specific feedback details that the original text provides. This reduces the summary's accuracy and completeness.",0.1,"The score is 0.10 because while the majority of the actual output aligns with the context, there are a few explicit contradictions where the output provides information that is broader or more inclusive than what is supported by the context, indicating some minor hallucination."
123,2,1,5,50,740,0.4,"The score is 0.40 because the summary introduces extra details not present in the original text, such as claims about widespread frustration and testing access for those without severe symptoms, and it contradicts the original by misrepresenting community beliefs about testing eligibility. Additionally, the summary omits specific feedback found in the original, such as requests for reminders before activities and more masks for families.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the context, indicating that the output is fully supported by the provided evidence with no hallucinated information."
124,3,0,5,50,411,0.2,"The score is 0.20 because, while there are no contradictions or extra information, the summary fails to capture several key details from the original text, such as specific feedback about reminders, registration queues, mask availability, and volunteer interactions. This omission significantly reduces the summary's completeness and usefulness.",0.76,"The score is 0.76 because, despite several factual alignments, there are numerous contradictions where the actual output fails to address many specific issues raised in the context, indicating significant omissions and partial hallucination."
125,3,1,5,50,406,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, the need for more masks, and comments on volunteers being busy. This limits the summary's completeness and usefulness.",0.52,"The score is 0.52 because while there are many factual alignments between the actual output and the context, there are also a significant number of contradictions where important contextual details are omitted or not referenced, indicating moderate hallucination."
126,4,0,5,50,1487,0.4,"The score is 0.40 because the summary introduces a specific recommendation about equal distribution of volunteers that is not present in the original text, and it omits several key feedback points such as long queues, the need for more masks, and volunteers being too busy to answer questions. This results in significant loss of important details and some misrepresentation of the original content.",0.14,"The score is 0.14 because the actual output overwhelmingly aligns with the factual context, addressing most concerns and recommendations, with only a few minor omissions or unaddressed perceptions, resulting in a low hallucination score."
127,4,1,5,50,447,0.4,"The score is 0.40 because the summary introduces a contradiction by claiming a lack of clear information about vaccination, which is not supported by the original text. Additionally, the summary omits several specific feedback points present in the original, such as requests for reminders, more masks, and comments on volunteer availability. These issues significantly reduce the summary's accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are fully supported by the context, with numerous factual alignments and no contradictions, indicating no hallucination."
128,5,0,5,50,842,0.0,"The score is 0.00 because the summary fails to address several key points from the original text, such as feedback about reminders before activities, long registration queues, the need for more masks, busy volunteers, and the desire for clearer registration information. This indicates the summary omits important information present in the original text.",0.0,"The score is 0.00 because there are no contradictions between the actual output and the context, and all alignments are either agreements or non-contradictions, indicating no hallucinated information."
129,5,1,5,50,182,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long registration queues, and the need for more masks to help families follow prevention measures. This limits the summary's completeness and accuracy.",0.0,"The score is 0.00 because there are no contradictions and all referenced details in the actual output are either aligned with or silent on the context, indicating no hallucinated information."
130,6,0,5,50,1515,0.25,"The score is 0.25 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long queues at registration, and volunteers being too busy to answer questions. This significantly reduces the summary's completeness and usefulness.",0.0,"The score is 0.00 because all factual alignments show the actual output directly agrees with the context, and there are no contradictions, indicating no hallucination."
131,6,1,5,50,1233,0.75,"The score is 0.75 because the summary omits some details present in the original text, such as feedback about volunteers being very busy and limited opportunities to ask questions. Otherwise, the summary aligns well with the original content.",0.0,"The score is 0.00 because all factual alignments show the actual output consistently matches the provided contexts, with no contradictions or unsupported claims, indicating no hallucination."
132,7,0,5,50,2383,0.5,"The score is 0.50 because the summary introduces extra information about 'evidence codes' not present in the original text and omits key feedback details such as the long registration queue and the need for more masks, which reduces its completeness and accuracy.",0.5,"The score is 0.50 because while the actual output aligns with many factual details from the context, it omits several key points and perceptions, leading to partial coverage and moderate risk of hallucination."
133,7,1,5,50,1301,0.75,"The score is 0.75 because the summary introduces a contradiction by claiming there are inadequate follow-up sessions, whereas the original text only suggests that follow-up sessions are believed to increase awareness. Additionally, the summary omits specific feedback about the need for more masks, which is present in the original text. Overall, the summary captures much of the main content but misses some important details and introduces a key inaccuracy.",0.0,"The score is 0.00 because all factual statements in the actual output are fully aligned with the provided contexts, and there are no contradictions, indicating no hallucination."
134,8,0,5,50,1371,0.4,"The score is 0.40 because the summary introduces contradictions by incorrectly specifying the use of social media and local newspapers, and by claiming the AI output provides evidence references, neither of which are supported by the original text. Additionally, the summary omits key feedback present in the original, such as requests for reminders, more masks, and comments on volunteer availability, reducing its overall accuracy and completeness.",0.38,"The score is 0.38 because while the actual output aligns with the majority of factual points from the context, there are several notable omissions where it fails to address specific concerns and recommendations present in the context, resulting in some degree of factual incompleteness but no major fabrications."
135,8,1,5,50,474,0.4,"The score is 0.40 because the summary introduces extra information not present in the original text, such as ranking issues by frequency and interpreting the need for clear information dissemination, and omits specific feedback and suggestions that the original text provides. This reduces the summary's fidelity and completeness.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the context, indicating no hallucination."
136,9,0,5,50,511,0.0,"The score is 0.00 because the summary introduces extra information not present in the original text, such as the effectiveness and outcomes of suggested actions, and omits specific feedback and suggestions that the original text provides. Additionally, the summary fails to answer several questions that the original text addresses, indicating a significant loss of key details.",0.74,"The score is 0.74 because, despite several factual alignments, there are numerous contradictions where the actual output fails to address many specific context points, indicating a high level of omission and partial hallucination."
137,9,1,5,50,3995,0.75,"The score is 0.75 because the summary introduces several issues as commonly reported problems that are not actually described as such in the original text, and it adds extra information by framing suggestions and requests as widespread issues. However, the summary still captures much of the original content, so the score reflects partial but not complete accuracy.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
138,10,0,5,50,786,0.0,"The score is 0.00 because the summary introduces multiple pieces of extra information not present in the original text, such as specific locations and attributions, while omitting key feedback details that the original text provides. This results in a summary that is neither accurate nor complete.",0.0,"The score is 0.00 because there are no contradictions and all factual alignments indicate that the actual output either aligns with or does not contradict the provided contexts, showing no evidence of hallucination."
139,10,1,5,50,919,0.6,"The score is 0.60 because while the summary does not introduce contradictions or extra information, it omits important feedback present in the original text, such as suggestions for reminders before activities and comments about volunteers being too busy to answer questions. This reduces the summary's completeness and accuracy.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims."
140,11,0,5,50,838,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long registration queues, the need for more masks, and volunteers being too busy for questions. This significantly reduces the summary's completeness and usefulness.",0.0,"The score is 0.00 because all factual alignments show that the actual output is fully supported by the context, with no contradictions or unsupported claims present."
141,11,1,5,50,256,0.0,"The score is 0.00 because the summary introduces significant contradictions by overstating the prevalence of insufficient distribution of masks and soap, which is not supported by the original text. Additionally, the summary omits several specific feedback points present in the original text, resulting in a highly inaccurate representation.",0.86,"The score is 0.86 because, despite several factual alignments, there are a large number of contradictions where the actual output omits many key details present in the context, indicating significant missing or unaddressed information and thus a high likelihood of hallucination."
142,12,0,5,50,1707,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, the need for more masks, and comments on volunteers being busy, which limits the summary's completeness and usefulness.",0.54,"The score is 0.54 because while the actual output aligns with many key factual details from the context, there are several omissions where important recommendations and details present in the context are not addressed in the output. These omissions increase the hallucination score, though there are no outright fabrications."
143,12,1,5,50,383,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long registration queues, the need for more masks, and volunteers being too busy for questions. This significantly reduces the summary's completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the provided contexts, with no contradictions or unsupported claims, indicating no hallucination."
144,13,0,5,50,812,0.25,"The score is 0.25 because the summary omits several key details present in the original text, such as feedback about reminders before activities, the need for more masks, and comments on volunteers being busy. This significantly reduces the summary's completeness and usefulness.",0.28,"The score is 0.28 because the actual output mostly aligns with the contexts, providing clear and timely information, improved communication, and accessibility, but it omits several specific concerns such as document requirements, distribution equity, hygiene measures, and eligibility issues, resulting in some factual gaps and minor hallucinations."
145,13,1,5,50,1060,0.5,"The score is 0.50 because the summary introduces a claim about bias in distribution and proximity to the main road that is not present in the original text, and omits feedback about reminders and mask distribution that the original text contains. This results in significant loss of accuracy and completeness.",0.16,"The score is 0.16 because the actual output aligns with the majority of factual details in the context, with only a few minor omissions and no unsupported or fabricated information, resulting in a low hallucination score."
146,14,0,5,50,501,0.3333333333333333,"The score is 0.33 because the summary introduces extra information not present in the original text and omits several details that the original text can answer, such as specific feedback about reminders, queue length, and volunteer availability. This reduces the summary's accuracy and completeness.",0.74,"The score is 0.74 because, despite several factual alignments, there are numerous contradictions where the actual output omits key recommendations present in the context, indicating significant gaps and partial hallucination."
147,14,1,5,50,368,0.6,"The score is 0.60 because the summary omits important feedback present in the original text, such as suggestions for reminders before activities and requests for more masks to help families follow prevention measures. This reduces the summary's completeness and accuracy.",0.8,"The score is 0.80 because, despite several factual alignments, there are numerous contradictions where the actual output omits many key details present in the context, indicating significant missing or unaddressed information and thus a high likelihood of hallucination."
148,15,0,5,50,779,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long registration queues, the need for more masks, and volunteers being too busy for questions. This significantly reduces the summary's completeness and usefulness.",0.06,"The score is 0.06 because the actual output overwhelmingly aligns with the context, addressing nearly all factual points, with only minor omissions regarding mask distribution and equal vaccine access, resulting in a very low hallucination score."
149,15,1,5,50,519,0.4,"The score is 0.40 because the summary focuses only on registration issues, contradicting the original text which covers a broader range of problems such as waiting times, confusion, crowding, lack of masks, and communication issues. Additionally, the summary omits several specific feedback points present in the original text, resulting in a significant loss of important information.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucination."
150,16,0,5,50,1026,0.25,"The score is 0.25 because the summary overstates the effectiveness of awareness sessions, adds details about transportation not present in the original text, and omits specific feedback about reminders, queue length, and volunteer availability, resulting in a significant loss of accuracy and coverage.",0.52,"The score is 0.52 because while the actual output aligns with many context points, there are numerous omissions where key context details are not addressed, indicating partial coverage and some factual incompleteness but no clear fabrication."
151,16,1,5,50,1155,0.7272727272727273,"The score is 0.73 because the summary introduces several inaccuracies, such as claiming that limited handwashing stations, poor hygiene, and inadequate awareness are the most common issues, which the original text does not state. It also omits specific feedback about reminders before activities. However, the summary still captures some relevant points from the original text, justifying a moderate score.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
152,17,0,5,50,768,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as specific feedback about reminders, queue length, mask availability, and volunteer engagement. Additionally, the summary introduces examples like social media and local newspapers that are not mentioned in the original text, and it infers improvements in trust that are not explicitly stated. These issues significantly reduce the summary's accuracy and completeness.",0.74,"The score is 0.74 because, although there are several factual alignments between the actual output and the context, there are significantly more contradictions where key concerns and recommendations from the context are omitted or unaddressed in the actual output, indicating a high level of missing or hallucinated information."
153,17,1,5,50,919,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as specific feedback about long queues, the need for more masks, and the busyness of volunteers, which limits the summary's completeness and usefulness.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the contexts, indicating that the output is fully supported by the provided information with no hallucinations."
154,18,0,5,50,1152,0.2,"The score is 0.20 because the summary contains several contradictions with the original text, introduces extra information not present in the source, and omits answers to specific feedback-related questions that the original text addresses. These issues significantly reduce the summary's accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, and there are no contradictions or unsupported claims."
155,18,1,5,50,829,0.4,"The score is 0.40 because the summary introduces a reason for missed distribution days (lack of information) that is not supported by the original text, and omits several pieces of feedback present in the original, such as requests for reminders, more masks, and comments on volunteer availability. This reduces the summary's accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucinations."
156,19,0,5,50,385,0.0,"The score is 0.00 because the summary introduces extra information about reducing waiting times and improving the overall experience, which is not present in the original text, and fails to address several specific feedback points and suggestions that the original text contains.",0.0,"The score is 0.00 because there are no contradictions between the actual output and the contexts, and all referenced details are either aligned or not addressed, indicating no hallucinated content."
157,19,1,5,50,545,0.2,"The score is 0.20 because, while there are no contradictions or extra information, the summary fails to capture several key details present in the original text, such as specific feedback about reminders, mask distribution, volunteer availability, and registration information. This omission significantly reduces the summary's usefulness and completeness.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the context, indicating no hallucination."
158,20,0,5,50,544,0.25,"The score is 0.25 because the summary omits several key details present in the original text, such as feedback about reminders before activities, the long queue at registration, and the busyness of volunteers, making the summary incomplete.",0.5,"The score is 0.50 because while the actual output aligns with many factual details from the context, it omits several key issues and recommendations, resulting in partial coverage and moderate hallucination."
159,20,1,5,50,503,0.5,"The score is 0.50 because, while the summary does not introduce contradictions or extra information, it omits key details present in the original text, such as feedback about reminders before activities and comments on volunteers being busy, which reduces its completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, and there are no contradictions or unsupported claims."
